num_tris,E_exact,E_cc,E_ss
160,0.03470186632772233,0.018311704423689214,0.03335677399989198
640,0.03470186632772233,0.025513698909351425,0.03412908589298884
2560,0.03470186632772233,0.03002029332909076,0.03453883523659953
10240,0.03470186632772233,0.032379639319358555,0.034659888801257824
