num_tris,E_exact
160,0.032217999674560294
640,0.03404937164366968
2560,0.03453716322911696
10240,0.034661046451445604
40960,0.034692139636766664
163840,0.0346999206056079
655360,0.03470186632772235
2621440,0.03470235278825079
10485760,0.034702474405257956
41943040,0.034702504809626944
167772160,0.03470251241072653
