num_tris,E,errors
80,-0.019768978459359845,0.019176656359380668
320,-0.019779303574657313,0.019708960874104658
1280,-0.0196350581093068,0.012272480968319024
5120,-0.019527362986655774,0.006720329893071181
20480,-0.019464962261269845,0.0035033016190017022
81920,-0.019431672206894027,0.001787054804401907
